日期,天气状况(白天/夜间),最高气温/最低气温,风力风向(白天/夜间),城市
2019年10月19日,多云/阴,25℃/15℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年10月20日,小雨/小雨,21℃/18℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年10月21日,中雨/中雨,19℃/17℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年10月22日,小雨/小雨,18℃/16℃,无持续风向1-2级/无持续风向1-2级,chongqing
2019年10月23日,小雨/小雨,22℃/16℃,东风1-2级/东风1-2级,chongqing
2019年10月24日,小雨/中雨,19℃/15℃,南风1-2级/南风1-2级,chongqing
2019年10月25日,小雨/小雨,15℃/13℃,东北风1-2级/东北风1-2级,chongqing
2019年10月26日,小雨/小雨,14℃/13℃,西北风1-2级/西北风1-2级,chongqing
2019年10月27日,小雨/小雨,16℃/13℃,北风1-2级/北风1-2级,chongqing
2019年10月28日,多云/晴,22℃/12℃,西北风1-2级/西北风1-2级,chongqing
2019年10月29日,多云/多云,23℃/13℃,南风1-2级/南风1-2级,chongqing
2019年10月30日,多云/多云,22℃/16℃,西风1-2级/西风1-2级,chongqing
2019年10月31日,阴/小雨,23℃/16℃,南风1-2级/南风1-2级,chongqing
2019年11月01日,阴/小雨,20℃/15℃,南风1-2级/南风1-2级,chongqing
2019年11月02日,小雨/多云,19℃/13℃,北风1-2级/北风1-2级,chongqing
2019年11月03日,多云/多云,22℃/15℃,东南风1-2级/东南风1-2级,chongqing
2019年11月04日,阴/阴,21℃/15℃,西南风1-2级/西南风1-2级,chongqing
2019年11月05日,小雨/小雨,18℃/14℃,南风1-2级/南风1-2级,chongqing
2019年11月06日,小雨/多云,17℃/14℃,东南风1-2级/东南风1-2级,chongqing
2019年11月07日,多云/多云,19℃/12℃,西南风1-2级/西南风1-2级,chongqing
2019年11月08日,阴/阴,19℃/14℃,西南风1-2级/西南风1-2级,chongqing
2019年11月09日,阴/小雨,18℃/16℃,西南风1-2级/西南风1-2级,chongqing
2019年11月10日,阴/阴,18℃/15℃,西北风1-2级/西北风1-2级,chongqing
2019年11月11日,阴/小雨,19℃/16℃,南风1-2级/南风1-2级,chongqing
2019年11月12日,小雨/小雨,16℃/13℃,西北风1-2级/西北风1-2级,chongqing
2019年11月13日,小雨/多云,16℃/13℃,东风1-2级/东风1-2级,chongqing
2019年11月14日,多云/多云,20℃/11℃,西南风1-2级/西南风1-2级,chongqing
2019年11月15日,多云/阴,20℃/13℃,东风1-2级/东风1-2级,chongqing
2019年11月16日,阴/小雨,18℃/15℃,东北风1-2级/东北风1-2级,chongqing
2019年11月17日,小雨/小雨,14℃/9℃,西北风1-2级/西北风1-2级,chongqing
2019年11月18日,小雨/阴,11℃/8℃,东风1-2级/东风1-2级,chongqing
2019年11月19日,阴/阴,13℃/10℃,东风1-2级/东风1-2级,chongqing
2019年11月20日,阴/晴,14℃/9℃,西南风1-2级/西南风1-2级,chongqing
2019年11月21日,多云/多云,16℃/11℃,西南风1-2级/西南风1-2级,chongqing
2019年11月22日,阴/阴,16℃/13℃,北风1-2级/北风1-2级,chongqing
2019年11月23日,阴/小雨,16℃/12℃,东北风1-2级/东北风1-2级,chongqing
2019年11月24日,小雨/小雨,12℃/8℃,东风1-2级/东风1-2级,chongqing
2019年11月25日,阴/阴,11℃/8℃,西北风1-2级/西北风1-2级,chongqing
2019年11月26日,阴/阴,12℃/9℃,西南风1-2级/西南风1-2级,chongqing
2019年11月27日,阴/阴,12℃/10℃,北风1-2级/北风1-2级,chongqing
2019年11月28日,阴/阴,12℃/10℃,西南风1-2级/西南风1-2级,chongqing
2019年11月29日,阴/小雨,11℃/10℃,南风1-2级/南风1-2级,chongqing
2019年11月30日,小雨/小雨,10℃/9℃,东北风1-2级/东北风1-2级,chongqing
2019年12月01日,阴/多云,11℃/8℃,东北风1-2级/东北风1-2级,chongqing
2019年12月02日,多云/阴,12℃/7℃,北风1-2级/北风1-2级,chongqing
2019年12月03日,阴/小雨,12℃/9℃,东风1-2级/东风1-2级,chongqing
2019年12月04日,小雨/小雨,12℃/9℃,东南风1-2级/东南风1-2级,chongqing
2019年12月05日,多云/晴,13℃/8℃,北风1-2级/北风1-2级,chongqing
2019年12月06日,多云/多云,15℃/7℃,西风1-2级/西风1-2级,chongqing
2019年12月07日,晴/多云,15℃/7℃,西南风1-2级/西南风1-2级,chongqing
2019年12月08日,多云/多云,14℃/9℃,西北风1-2级/西北风1-2级,chongqing
2019年12月09日,多云/多云,15℃/8℃,西风1-2级/西风1-2级,chongqing
2019年12月10日,多云/多云,16℃/8℃,东北风1-2级/东北风1-2级,chongqing
2019年12月11日,阴/阴,12℃/9℃,东风1-2级/东风1-2级,chongqing
2019年12月12日,阴/阴,13℃/10℃,西北风1-2级/西北风1-2级,chongqing
2019年12月13日,阴/阴,15℃/10℃,西北风1-2级/西北风1-2级,chongqing
2019年12月14日,阴/小雨,14℃/11℃,北风1-2级/北风1-2级,chongqing
2019年12月15日,阴/小雨,14℃/11℃,东风1-2级/东风1-2级,chongqing
2019年12月16日,阴/阴,14℃/11℃,西北风1-2级/西北风1-2级,chongqing
2019年12月17日,阴/小雨,12℃/9℃,北风1-2级/北风1-2级,chongqing
2019年12月18日,小雨/小雨,9℃/7℃,东北风1-2级/东北风1-2级,chongqing
2019年12月19日,阴/小雨,9℃/8℃,北风1-2级/北风1-2级,chongqing
2019年12月20日,小雨/小雨,10℃/8℃,南风1-2级/南风1-2级,chongqing
2019年12月21日,小雨/阴,11℃/8℃,北风1-2级/北风1-2级,chongqing
2019年12月22日,阴/阴,12℃/9℃,西南风1-2级/西南风1-2级,chongqing
2019年12月23日,阴/阴,13℃/9℃,东北风1-2级/东北风1-2级,chongqing
2019年12月24日,阴/阴,13℃/10℃,西南风1-2级/西南风1-2级,chongqing
2019年12月25日,阴/小雨,12℃/9℃,东风1-2级/东风1-2级,chongqing
2019年12月26日,阴/阴,10℃/7℃,东风1-2级/东风1-2级,chongqing
2019年12月27日,阴/小雨,8℃/6℃,西北风1-2级/西北风1-2级,chongqing
2019年12月28日,小雨/阴,9℃/6℃,北风1-2级/北风1-2级,chongqing
2019年12月29日,阴/阴,12℃/8℃,东南风1-2级/东南风1-2级,chongqing
2019年12月30日,阴/小雨,12℃/10℃,北风1-2级/北风1-2级,chongqing
2019年12月31日,阴/阴,12℃/9℃,西南风1-2级/西南风1-2级,chongqing
2020年01月01日,阴/多云,12℃/10℃,西南风1-2级/西南风1-2级,chongqing
2020年01月02日,阴/阴,13℃/10℃,北风1-2级/北风1-2级,chongqing
2020年01月03日,阴/小雨,13℃/10℃,西北风1-2级/西北风1-2级,chongqing
2020年01月04日,小雨/小雨,12℃/10℃,西北风1-2级/西北风1-2级,chongqing
2020年01月05日,小雨/小雨,12℃/9℃,北风1-2级/北风1-2级,chongqing
2020年01月06日,小雨/阴,10℃/7℃,北风1-2级/北风1-2级,chongqing
2020年01月07日,多云/阴,13℃/7℃,西北风1-2级/西北风1-2级,chongqing
2020年01月08日,小雨/小雨,11℃/9℃,西风1-2级/西风1-2级,chongqing
2020年01月09日,小雨/小雨,12℃/8℃,北风1-2级/北风1-2级,chongqing
2020年01月10日,阴/小雨,11℃/9℃,东南风1-2级/东南风1-2级,chongqing
2020年01月11日,阴/多云,13℃/6℃,北风1-2级/北风1-2级,chongqing
2020年01月12日,晴/多云,14℃/5℃,西南风1-2级/西南风1-2级,chongqing
2020年01月13日,阴/阴,12℃/9℃,东南风1-2级/东南风1-2级,chongqing
2020年01月14日,阴/小雨,12℃/9℃,西南风1-2级/西南风1-2级,chongqing
2020年01月15日,阴/阴,10℃/8℃,南风1-2级/南风1-2级,chongqing
2020年01月16日,阴/阴,12℃/8℃,南风1-2级/南风1-2级,chongqing
2020年01月17日,阴/阴,11℃/7℃,西南风1-2级/西南风1-2级,chongqing
2020年01月18日,阴/阴,11℃/8℃,南风1-2级/南风1-2级,chongqing
2020年01月19日,多云/阴,12℃/6℃,北风1-2级/北风1-2级,chongqing
2020年01月20日,阴/阴,11℃/7℃,西北风1-2级/西北风1-2级,chongqing
2020年01月21日,阴/阴,13℃/9℃,西风1-2级/西风1-2级,chongqing
2020年01月22日,阴/小雨,13℃/10℃,北风1-2级/北风1-2级,chongqing
2020年01月23日,阴/小雨,12℃/10℃,西北风1-2级/西北风1-2级,chongqing
2020年01月24日,小雨/小雨,10℃/9℃,东南风1-2级/东南风1-2级,chongqing
2020年01月25日,小雨/阴,9℃/7℃,北风1-2级/北风1-2级,chongqing
2020年01月26日,阴/阴,12℃/7℃,西风1-2级/西风1-2级,chongqing
2020年01月27日,阴/阴,10℃/7℃,西南风1-2级/西南风1-2级,chongqing
2020年01月28日,多云/多云,13℃/7℃,西南风1-2级/西南风1-2级,chongqing
2020年01月29日,多云/多云,15℃/6℃,东北风1-2级/东北风1-2级,chongqing
2020年01月30日,阴/小雨,14℃/6℃,东南风1-2级/东南风1-2级,chongqing
2020年01月31日,阴/小雨,11℃/8℃,西风1-2级/西风1-2级,chongqing
2020年02月01日,小雨/小雨,10℃/8℃,西南风1-2级/西南风1-2级,chongqing
2020年02月02日,小雨/小雨,10℃/8℃,东风1-2级/东风1-2级,chongqing
2020年02月03日,小雨/多云,10℃/8℃,北风1-2级/北风1-2级,chongqing
2020年02月04日,多云/阴,14℃/7℃,南风1-2级/南风1-2级,chongqing
2020年02月05日,小雨/小雨,11℃/8℃,西风1-2级/西风1-2级,chongqing
2020年02月06日,小雨/阴,10℃/8℃,北风1-2级/北风1-2级,chongqing
2020年02月07日,阴/阴,12℃/9℃,南风1-2级/南风1-2级,chongqing
2020年02月08日,阴/阴,12℃/9℃,东风1-2级/东风1-2级,chongqing
2020年02月09日,阴/小雨,13℃/10℃,西北风1-2级/西北风1-2级,chongqing
2020年02月10日,阴/小雨,12℃/10℃,东风1-2级/东风1-2级,chongqing
2020年02月11日,阴/多云,15℃/10℃,东风1-2级/东风1-2级,chongqing
2020年02月12日,多云/多云,18℃/8℃,东北风1-2级/东北风1-2级,chongqing
2020年02月13日,多云/阴,19℃/11℃,西北风1-2级/西北风1-2级,chongqing
2020年02月14日,小雨/中雨,14℃/4℃,东北风1-2级/东北风1-2级,chongqing
2020年02月15日,小雨/阴,8℃/4℃,东风1-2级/东风1-2级,chongqing
2020年02月16日,晴/晴,10℃/3℃,西北风1-2级/西北风1-2级,chongqing
2020年02月17日,多云/多云,13℃/6℃,东北风1-2级/东北风1-2级,chongqing
2020年02月18日,阴/小雨,12℃/9℃,东南风1-2级/东南风1-2级,chongqing
2020年02月19日,多云/阴,14℃/8℃,西风1-2级/西风1-2级,chongqing
2020年02月20日,小雨/小雨,12℃/8℃,东北风1-2级/东北风1-2级,chongqing
2020年02月21日,阴/阴,14℃/8℃,北风1-2级/北风1-2级,chongqing
2020年02月22日,阴/阴,13℃/10℃,东风1-2级/东风1-2级,chongqing
2020年02月23日,阴/阴,15℃/11℃,西南风1-2级/西南风1-2级,chongqing
2020年02月24日,小雨/阴,14℃/10℃,北风1-2级/北风1-2级,chongqing
2020年02月25日,阴/阴,17℃/11℃,西南风1-2级/西南风1-2级,chongqing
2020年02月26日,阴/小雨,15℃/11℃,北风1-2级/北风1-2级,chongqing
2020年02月27日,小雨/小雨,15℃/12℃,西南风1-2级/西南风1-2级,chongqing
2020年02月28日,小雨/多云,15℃/10℃,北风1-2级/北风1-2级,chongqing
2020年02月29日,多云/多云,18℃/10℃,东南风1-2级/东南风1-2级,chongqing
2020年03月01日,阴/小雨,18℃/10℃,北风1-2级/北风1-2级,chongqing
2020年03月02日,小雨/小雨,13℃/11℃,西北风1-2级/西北风1-2级,chongqing
2020年03月03日,小雨/小雨,12℃/10℃,东风1-2级/东风1-2级,chongqing
2020年03月04日,小雨/阴,13℃/10℃,东南风1-2级/东南风1-2级,chongqing
2020年03月05日,阴/阴,15℃/10℃,西南风1-2级/西南风1-2级,chongqing
2020年03月06日,阴/阴,16℃/11℃,北风1-2级/北风1-2级,chongqing
2020年03月07日,阴/阴,16℃/10℃,西北风1-2级/西北风1-2级,chongqing
2020年03月08日,阴/小雨,17℃/14℃,北风1-2级/北风1-2级,chongqing
2020年03月09日,多云/多云,18℃/12℃,东风1-2级/东风1-2级,chongqing
2020年03月10日,多云/阴,19℃/11℃,北风1-2级/北风1-2级,chongqing
2020年03月11日,小雨/小雨,15℃/12℃,东风1-2级/东风1-2级,chongqing
2020年03月12日,多云/小雨,18℃/12℃,西北风1-2级/西北风1-2级,chongqing
2020年03月13日,阴/阴,18℃/13℃,西北风1-2级/西北风1-2级,chongqing
2020年03月14日,阴/阴,17℃/12℃,北风1-2级/北风1-2级,chongqing
2020年03月15日,多云/小雨,19℃/13℃,西南风1-2级/西南风1-2级,chongqing
2020年03月16日,小雨/小雨,17℃/13℃,西南风1-2级/西南风1-2级,chongqing
2020年03月17日,多云/多云,18℃/12℃,东北风1-2级/东北风1-2级,chongqing
2020年03月18日,晴/多云,22℃/11℃,南风1-2级/南风1-2级,chongqing
2020年03月19日,晴/多云,24℃/14℃,西北风1-2级/西北风1-2级,chongqing
2020年03月20日,多云/多云,27℃/15℃,西风1-2级/西风1-2级,chongqing
2020年03月21日,多云/多云,27℃/16℃,北风1-2级/北风1-2级,chongqing
2020年03月22日,多云/多云,25℃/17℃,西北风1-2级/西北风1-2级,chongqing
2020年03月23日,多云/多云,26℃/18℃,北风1-2级/北风1-2级,chongqing
2020年03月24日,多云/小雨,25℃/18℃,西南风1-2级/西南风1-2级,chongqing
2020年03月25日,多云/多云,27℃/16℃,西风1-2级/西风1-2级,chongqing
2020年03月26日,多云/大雨,29℃/19℃,东风1-2级/东风1-2级,chongqing
2020年03月27日,小雨/阴,17℃/12℃,北风1-2级/北风1-2级,chongqing
2020年03月28日,小雨/小雨,16℃/12℃,西风1-2级/西风1-2级,chongqing
2020年03月29日,阴/小雨,14℃/11℃,东南风1-2级/东南风1-2级,chongqing
2020年03月30日,阴/阴,19℃/12℃,南风1-2级/南风1-2级,chongqing
2020年03月31日,多云/多云,22℃/13℃,北风1-2级/北风1-2级,chongqing
2020年04月01日,阴/小雨,19℃/13℃,西北风1-2级/西北风1-2级,chongqing
2020年04月02日,阴/小雨,17℃/14℃,西北风1-2级/西北风1-2级,chongqing
2020年04月03日,阴/小雨,18℃/13℃,西北风1-2级/西北风1-2级,chongqing
2020年04月04日,阴/小雨,17℃/12℃,东南风1-2级/东南风1-2级,chongqing
2020年04月05日,小雨/阴,15℃/12℃,西北风1-2级/西北风1-2级,chongqing
2020年04月06日,阴/阴,16℃/13℃,东南风1-2级/东南风1-2级,chongqing
2020年04月07日,多云/小雨,21℃/12℃,东南风1-2级/东南风1-2级,chongqing
2020年04月08日,多云/多云,21℃/15℃,西北风1-2级/西北风1-2级,chongqing
2020年04月09日,多云/中雨,27℃/13℃,西北风1-2级/西北风1-2级,chongqing
2020年04月10日,阴/小雨,20℃/15℃,东南风1-2级/东南风1-2级,chongqing
2020年04月11日,小雨/多云,19℃/12℃,东南风3-4级/东南风3-4级,chongqing
2020年04月12日,多云/多云,24℃/14℃,西北风1-2级/西北风1-2级,chongqing
2020年04月13日,小雨/多云,21℃/15℃,东南风1-2级/东南风1-2级,chongqing
2020年04月14日,晴/晴,26℃/15℃,西北风1-2级/西北风1-2级,chongqing
2020年04月15日,晴/多云,27℃/19℃,东南风1-2级/东南风1-2级,chongqing
2020年04月16日,多云/中雨,29℃/17℃,东南风1-2级/东南风1-2级,chongqing
2020年04月17日,阴/小雨,25℃/20℃,西北风1-2级/西北风1-2级,chongqing
2020年04月18日,小雨/多云,22℃/17℃,东南风1-2级/东南风1-2级,chongqing
2020年04月19日,多云/小雨,24℃/16℃,东南风1-2级/东南风1-2级,chongqing
2020年04月20日,小雨/小雨,19℃/17℃,西北风1-2级/西北风1-2级,chongqing
2020年04月21日,小雨/小雨,17℃/15℃,东南风1-2级/东南风1-2级,chongqing
2020年04月22日,小雨/小雨,14℃/12℃,东南风1-2级/东南风1-2级,chongqing
2020年04月23日,小雨/小雨,14℃/12℃,东南风1-2级/东南风1-2级,chongqing
2020年04月24日,阴/阴,18℃/11℃,东南风1-2级/东南风1-2级,chongqing
2020年04月25日,多云/多云,20℃/12℃,西北风1-2级/西北风1-2级,chongqing
2020年04月26日,晴/多云,26℃/13℃,西北风1-2级/西北风1-2级,chongqing
2020年04月27日,晴/晴,29℃/15℃,西北风1-2级/西北风1-2级,chongqing
2020年04月28日,晴/多云,31℃/17℃,西北风1-2级/西北风1-2级,chongqing
2020年04月29日,多云/小雨,31℃/19℃,西北风1-2级/西北风1-2级,chongqing
2020年04月30日,小雨/多云,26℃/19℃,北风1-2级/北风1-2级,chongqing
2020年05月01日,多云/晴,30℃/18℃,西北风1-2级/西北风1-2级,chongqing
2020年05月02日,晴/晴,32℃/21℃,东南风1-2级/东南风1-2级,chongqing
2020年05月03日,晴/多云,35℃/21℃,南风1-2级/南风1-2级,chongqing
2020年05月04日,小雨/小雨,31℃/25℃,西风1-2级/西风1-2级,chongqing
2020年05月05日,多云/中雨,34℃/24℃,西北风1-2级/西北风1-2级,chongqing
2020年05月06日,多云/小雨,33℃/22℃,西南风1-2级/西南风1-2级,chongqing
2020年05月07日,多云/小雨,33℃/24℃,北风1-2级/北风1-2级,chongqing
2020年05月08日,阴/阴,28℃/19℃,东北风1-2级/东北风1-2级,chongqing
2020年05月09日,阴/多云,27℃/19℃,东风1-2级/东风1-2级,chongqing
2020年05月10日,多云/小雨,29℃/19℃,南风1-2级/南风1-2级,chongqing
2020年05月11日,小雨/阴,26℃/19℃,东风1-2级/东风1-2级,chongqing
2020年05月12日,阴/小雨,27℃/19℃,西北风1-2级/西北风1-2级,chongqing
2020年05月13日,阴/中雨,25℃/19℃,东风1-2级/东风1-2级,chongqing
2020年05月14日,多云/多云,25℃/19℃,东北风1-2级/东北风1-2级,chongqing
2020年05月15日,多云/小雨,32℃/18℃,西风1-2级/西风1-2级,chongqing
2020年05月16日,多云/多云,30℃/22℃,北风1-2级/北风1-2级,chongqing
2020年05月17日,多云/多云,31℃/23℃,西北风1-2级/西北风1-2级,chongqing
2020年05月18日,多云/多云,34℃/22℃,东南风1-2级/东南风1-2级,chongqing
2020年05月19日,多云/大雨,35℃/22℃,西南风1-2级/西南风1-2级,chongqing
2020年05月20日,小雨/小雨,30℃/25℃,东风1-2级/东风1-2级,chongqing
2020年05月21日,小雨/阴,28℃/22℃,东风1-2级/东风1-2级,chongqing
2020年05月22日,阴/多云,29℃/22℃,西北风1-2级/西北风1-2级,chongqing
2020年05月23日,多云/多云,34℃/22℃,北风1-2级/北风1-2级,chongqing
2020年05月24日,小雨/大雨,25℃/20℃,东风1-2级/东风1-2级,chongqing
2020年05月25日,小雨/阴,22℃/19℃,东北风1-2级/东北风1-2级,chongqing
2020年05月26日,阴/小雨,25℃/18℃,北风1-2级/北风1-2级,chongqing
2020年05月27日,小雨/阴,23℃/20℃,西北风1-2级/西北风1-2级,chongqing
2020年05月28日,阴/阴,26℃/19℃,西北风1-2级/西北风1-2级,chongqing
2020年05月29日,晴/多云,29℃/20℃,西风1-2级/西风1-2级,chongqing
2020年05月30日,晴/中雨,32℃/22℃,南风1-2级/南风1-2级,chongqing
2020年05月31日,小雨/多云,29℃/22℃,东北风1-2级/东北风1-2级,chongqing
2020年06月01日,多云/中雨,32℃/22℃,西南风1-2级/西南风1-2级,chongqing
2020年06月02日,中雨/小雨,25℃/19℃,东北风1-2级/东北风1-2级,chongqing
2020年06月03日,多云/晴,27℃/19℃,东北风1-2级/东北风1-2级,chongqing
2020年06月04日,多云/多云,31℃/21℃,西南风1-2级/西南风1-2级,chongqing
2020年06月05日,晴/晴,33℃/22℃,东风1-2级/东风1-2级,chongqing
2020年06月06日,多云/阴,33℃/24℃,东北风4-5级/东北风4-5级,chongqing
2020年06月07日,小雨/小雨,31℃/23℃,西南风4-5级/西南风4-5级,chongqing
2020年06月08日,大雨/小雨,27℃/22℃,西南风4-5级/西南风4-5级,chongqing
2020年06月09日,小雨/阴,28℃/22℃,西南风4-5级/西南风4-5级,chongqing
2020年06月10日,多云/小雨,31℃/23℃,西风4-5级/西风4-5级,chongqing
2020年06月11日,小雨/大雨,31℃/24℃,西风4-5级/西风4-5级,chongqing
2020年06月12日,小雨/小雨,29℃/24℃,西风4-5级/西风4-5级,chongqing
2020年06月13日,小雨/小雨,30℃/23℃,西北风4-5级/西北风4-5级,chongqing
2020年06月14日,小雨/阴,30℃/24℃,西南风4-5级/西南风4-5级,chongqing
2020年06月15日,多云/多云,34℃/26℃,东南风5-6级/东南风5-6级,chongqing
2020年06月16日,多云/中雨,36℃/26℃,东南风4-5级/东南风4-5级,chongqing
2020年06月17日,中雨/小雨,27℃/22℃,西风4-5级/西风4-5级,chongqing
2020年06月18日,多云/多云,30℃/23℃,东风3-4级/东风3-4级,chongqing
2020年06月19日,多云/中雨,32℃/24℃,东北风1-2级/东北风1-2级,chongqing
2020年06月20日,小雨/大雨,28℃/22℃,北风1-2级/北风1-2级,chongqing
2020年06月21日,阴/小雨,27℃/22℃,东北风1-2级/东北风1-2级,chongqing
2020年06月22日,小雨/小雨,27℃/23℃,西风1-2级/西风1-2级,chongqing
2020年06月23日,小雨/阴,29℃/24℃,西南风1-2级/西南风1-2级,chongqing
2020年06月24日,多云/晴,31℃/23℃,西南风1-2级/西南风1-2级,chongqing
2020年06月25日,晴/晴,34℃/24℃,东南风1-2级/东南风1-2级,chongqing
2020年06月26日,多云/中雨,36℃/26℃,东南风1-2级/东南风1-2级,chongqing
2020年06月27日,大雨/小雨,25℃/21℃,西南风1-2级/西南风1-2级,chongqing
2020年06月28日,小雨/阴,29℃/23℃,西南风1-2级/西南风1-2级,chongqing
2020年06月29日,多云/多云,33℃/25℃,西南风1-2级/西南风1-2级,chongqing
2020年06月30日,小雨/大雨,31℃/26℃,西南风1-2级/西南风1-2级,chongqing
2020年07月01日,暴雨/大雨,27℃/23℃,西风1-2级/西风1-2级,chongqing
2020年07月02日,阴/小雨,29℃/20℃,南风1-2级/南风1-2级,chongqing
2020年07月03日,多云/小雨,33℃/24℃,东风1-2级/东风1-2级,chongqing
2020年07月04日,中雨/中雨,27℃/24℃,西南风1-2级/西南风1-2级,chongqing
2020年07月04日,中雨/中雨,27℃/24℃,西南风1-2级/西南风1-2级,chongqing
2020年07月05日,中雨/中雨,29℃/25℃,北风1-2级/北风1-2级,chongqing
2020年07月05日,中雨/中雨,29℃/25℃,北风1-2级/北风1-2级,chongqing
2020年07月06日,中雨/中雨,29℃/24℃,东风1-2级/东风1-2级,chongqing
2020年07月07日,小雨/阴,30℃/24℃,北风1-2级/北风1-2级,chongqing
2020年07月08日,多云/阴,30℃/24℃,南风1-2级/南风1-2级,chongqing
2020年07月09日,阴/中雨,33℃/25℃,西南风1-2级/西南风1-2级,chongqing
2020年07月10日,小雨/小雨,31℃/25℃,东北风1-2级/东北风1-2级,chongqing
2020年07月11日,小雨/中雨,29℃/24℃,西南风1-2级/西南风1-2级,chongqing
2020年07月12日,小雨/小雨,28℃/24℃,西南风1-2级/西南风1-2级,chongqing
2020年07月13日,中雨/小雨,30℃/25℃,西南风1-2级/西南风1-2级,chongqing
2020年07月14日,多云/小雨,33℃/25℃,东北风1-2级/东北风1-2级,chongqing
2020年07月15日,雷阵雨/中雨,30℃/26℃,西南风1-2级/西南风1-2级,chongqing
2020年07月16日,雷阵雨/中雨,29℃/26℃,西南风1-2级/西南风1-2级,chongqing
2020年07月17日,大雨/小雨,27℃/24℃,西南风1-2级/西南风1-2级,chongqing
2020年07月18日,阴/阴,30℃/24℃,北风1-2级/北风1-2级,chongqing
2020年07月19日,晴/晴,33℃/24℃,西风1-2级/西风1-2级,chongqing
2020年07月20日,阴/小雨,30℃/24℃,东北风1-2级/东北风1-2级,chongqing
2020年07月21日,小雨/小雨,30℃/25℃,东南风1-2级/东南风1-2级,chongqing
2020年07月22日,多云/多云,31℃/25℃,北风1-2级/北风1-2级,chongqing
2020年07月23日,多云/阴,35℃/26℃,东风1-2级/东风1-2级,chongqing
2020年07月24日,多云/多云,37℃/27℃,东北风1-2级/东北风1-2级,chongqing
2020年07月25日,中雨/暴雨,33℃/26℃,北风1-2级/北风1-2级,chongqing
2020年07月26日,中雨/多云,28℃/23℃,南风1-2级/南风1-2级,chongqing
2020年07月27日,晴/晴,33℃/25℃,东风1-2级/东风1-2级,chongqing
2020年07月28日,晴/多云,37℃/27℃,东北风1-2级/东北风1-2级,chongqing
2020年07月29日,多云/多云,37℃/27℃,东南风1-2级/东南风1-2级,chongqing
2020年07月30日,阴/小雨,30℃/26℃,西北风1-2级/西北风1-2级,chongqing
2020年07月31日,阴/阴,30℃/24℃,西北风1-2级/西北风1-2级,chongqing
2020年08月01日,多云/多云,35℃/26℃,东北风1-2级/东北风1-2级,chongqing
2020年08月02日,晴/多云,37℃/28℃,南风1-2级/南风1-2级,chongqing
2020年08月03日,多云/多云,37℃/29℃,东北风1-2级/东北风1-2级,chongqing
2020年08月04日,多云/晴,37℃/29℃,东南风1-2级/东南风1-2级,chongqing
2020年08月05日,晴/晴,38℃/29℃,东南风1-2级/东南风1-2级,chongqing
2020年08月06日,晴/晴,39℃/30℃,东南风1-2级/东南风1-2级,chongqing
2020年08月07日,多云/阴,38℃/28℃,东南风1-2级/东南风1-2级,chongqing
2020年08月08日,小雨/小雨,34℃/26℃,西风1-2级/西风1-2级,chongqing
2020年08月09日,多云/晴,36℃/28℃,东南风1-2级/东南风1-2级,chongqing
2020年08月10日,晴/多云,36℃/29℃,东北风1-2级/东北风1-2级,chongqing
2020年08月11日,多云/多云,38℃/30℃,东南风1-2级/东南风1-2级,chongqing
2020年08月12日,小雨/多云,37℃/27℃,东南风1-2级/东南风1-2级,chongqing
2020年08月13日,小雨/小雨,32℃/26℃,西南风1-2级/西南风1-2级,chongqing
2020年08月14日,阴/阴,37℃/29℃,东南风1-2级/东南风1-2级,chongqing
2020年08月15日,多云/多云,38℃/30℃,东南风3-4级/东南风3-4级,chongqing
2020年08月16日,多云/多云,38℃/29℃,东南风3-4级/东南风3-4级,chongqing
2020年08月17日,小雨/小雨,36℃/30℃,东南风1-2级/东南风1-2级,chongqing
2020年08月18日,多云/多云,33℃/30℃,西南风3-4级/西南风3-4级,chongqing
2020年08月19日,多云/多云,32℃/29℃,东风1-2级/东风1-2级,chongqing
2020年08月20日,多云/小雨,32℃/27℃,西北风1-2级/西北风1-2级,chongqing
2020年08月21日,多云/多云,33℃/27℃,东北风1-2级/东北风1-2级,chongqing
2020年08月22日,多云/多云,37℃/28℃,南风1-2级/南风1-2级,chongqing
2020年08月23日,多云/雷阵雨,38℃/25℃,南风1-2级/南风1-2级,chongqing
2020年08月24日,小雨/多云,29℃/23℃,西风1-2级/西风1-2级,chongqing
2020年08月25日,晴/晴,34℃/24℃,西北风1-2级/西北风1-2级,chongqing
2020年08月26日,晴/晴,36℃/25℃,北风1-2级/北风1-2级,chongqing
2020年08月27日,晴/晴,38℃/26℃,东风1-2级/东风1-2级,chongqing
2020年08月28日,多云/晴,38℃/28℃,南风1-2级/南风1-2级,chongqing
2020年08月29日,晴/多云,39℃/29℃,东南风1-2级/东南风1-2级,chongqing
2020年08月30日,晴/晴,39℃/28℃,东南风1-2级/东南风1-2级,chongqing
2020年08月31日,多云/多云,33℃/25℃,北风1-2级/北风1-2级,chongqing
2020年09月01日,多云/多云,35℃/26℃,北风1-2级/北风1-2级,chongqing
2020年09月02日,小雨/小雨,30℃/26℃,西南风1-2级/西南风1-2级,chongqing
2020年09月03日,小雨/阴,29℃/24℃,东南风1-2级/东南风1-2级,chongqing
2020年09月04日,小雨/小雨,29℃/22℃,东北风1-2级/东北风1-2级,chongqing
