日期,天气状况(白天/夜间),最高气温/最低气温,风力风向(白天/夜间),城市
2019年11月05日,晴/多云,18℃/8℃,北风1-2级/北风1-2级,shijiazhuang
2019年11月06日,多云/小雨,17℃/8℃,东北风1-2级/东北风1-2级,shijiazhuang
2019年11月07日,多云/晴,13℃/4℃,北风1-2级/北风1-2级,shijiazhuang
2019年11月08日,晴/多云,17℃/7℃,南风1-2级/南风1-2级,shijiazhuang
2019年11月09日,多云/小雨,15℃/9℃,南风1-2级/南风1-2级,shijiazhuang
2019年11月10日,晴/晴,20℃/8℃,西北风4-5级/西北风4-5级,shijiazhuang
2019年11月11日,晴/晴,18℃/8℃,南风1-2级/南风1-2级,shijiazhuang
2019年11月12日,多云/晴,19℃/8℃,南风1-2级/南风1-2级,shijiazhuang
2019年11月13日,晴/晴,12℃/-2℃,西北风5-6级/西北风5-6级,shijiazhuang
2019年11月14日,晴/晴,10℃/1℃,无持续风向1-2级/无持续风向1-2级,shijiazhuang
2019年11月15日,晴/晴,11℃/1℃,北风1-2级/北风1-2级,shijiazhuang
2019年11月16日,多云/小雨,10℃/5℃,北风1-2级/北风1-2级,shijiazhuang
2019年11月17日,多云/晴,13℃/-2℃,西北风5-6级/西北风5-6级,shijiazhuang
2019年11月18日,晴/晴,8℃/-4℃,西风3-4级/西风3-4级,shijiazhuang
2019年11月19日,晴/晴,8℃/-1℃,南风1-2级/南风1-2级,shijiazhuang
2019年11月20日,晴/多云,11℃/2℃,北风1-2级/北风1-2级,shijiazhuang
2019年11月21日,多云/多云,9℃/2℃,南风1-2级/南风1-2级,shijiazhuang
2019年11月22日,多云/多云,10℃/3℃,南风1-2级/南风1-2级,shijiazhuang
2019年11月23日,阴/阴,10℃/5℃,北风1-2级/北风1-2级,shijiazhuang
2019年11月24日,多云/晴,8℃/-3℃,北风3-4级/北风3-4级,shijiazhuang
2019年11月25日,晴/晴,4℃/-5℃,南风3-4级/南风3-4级,shijiazhuang
2019年11月26日,晴/晴,5℃/-4℃,南风1-2级/南风1-2级,shijiazhuang
2019年11月27日,晴/晴,5℃/-4℃,东北风3-4级/东北风3-4级,shijiazhuang
2019年11月28日,晴/多云,5℃/-4℃,南风1-2级/南风1-2级,shijiazhuang
2019年11月29日,小雪/小雪,2℃/-3℃,北风1-2级/北风1-2级,shijiazhuang
2019年11月30日,多云/多云,6℃/-2℃,北风1-2级/北风1-2级,shijiazhuang
2020年01月01日,晴/晴,2℃/-5℃,北风1-2级/北风1-2级,shijiazhuang
2020年01月02日,晴/晴,3℃/-5℃,南风1-2级/南风1-2级,shijiazhuang
2020年01月03日,晴/晴,6℃/-4℃,南风1-2级/南风1-2级,shijiazhuang
2020年01月04日,晴/晴,7℃/-3℃,北风1-2级/北风1-2级,shijiazhuang
2020年01月05日,小雪/小雪,1℃/-2℃,北风1-2级/北风1-2级,shijiazhuang
2020年01月06日,阴/小雪,2℃/-2℃,北风1-2级/北风1-2级,shijiazhuang
2020年01月07日,阴/多云,2℃/-4℃,北风1-2级/北风1-2级,shijiazhuang
2020年01月08日,晴/晴,4℃/-4℃,南风1-2级/南风1-2级,shijiazhuang
2020年01月09日,多云/雾,2℃/-4℃,南风1-2级/南风1-2级,shijiazhuang
2020年01月10日,多云/阴,1℃/-3℃,北风1-2级/北风1-2级,shijiazhuang
2020年01月11日,多云/多云,1℃/-6℃,北风1-2级/北风1-2级,shijiazhuang
2020年01月12日,多云/多云,2℃/-5℃,北风1-2级/北风1-2级,shijiazhuang
2020年01月13日,阴/晴,2℃/-8℃,北风1-2级/北风1-2级,shijiazhuang
2020年01月14日,晴/晴,2℃/-6℃,南风1-2级/南风1-2级,shijiazhuang
2020年01月15日,晴/多云,1℃/-5℃,南风1-2级/南风1-2级,shijiazhuang
2020年01月16日,阴/多云,1℃/-7℃,南风1-2级/南风1-2级,shijiazhuang
2020年01月17日,多云/晴,3℃/-6℃,南风1-2级/南风1-2级,shijiazhuang
2020年01月18日,雾/晴,4℃/-3℃,南风1-2级/南风1-2级,shijiazhuang
2020年01月19日,晴/晴,9℃/-4℃,西风1-2级/西风1-2级,shijiazhuang
2020年01月20日,晴/晴,5℃/-4℃,南风1-2级/南风1-2级,shijiazhuang
2020年01月21日,多云/多云,4℃/-4℃,南风1-2级/南风1-2级,shijiazhuang
2020年01月22日,晴/晴,5℃/-4℃,南风1-2级/南风1-2级,shijiazhuang
2020年01月23日,晴/晴,7℃/-4℃,北风1-2级/北风1-2级,shijiazhuang
2020年01月24日,晴/晴,2℃/-3℃,西北风1-2级/西北风1-2级,shijiazhuang
2020年01月25日,多云/多云,4℃/-4℃,南风1-2级/南风1-2级,shijiazhuang
2020年01月26日,多云/阴,4℃/-3℃,北风1-2级/北风1-2级,shijiazhuang
2020年01月27日,多云/多云,4℃/-3℃,北风1-2级/北风1-2级,shijiazhuang
2020年01月28日,多云/多云,7℃/-2℃,北风1-2级/北风1-2级,shijiazhuang
2020年01月29日,多云/晴,6℃/-2℃,北风1-2级/北风1-2级,shijiazhuang
2020年01月30日,晴/晴,7℃/-2℃,北风1-2级/北风1-2级,shijiazhuang
2020年01月31日,晴/多云,9℃/-3℃,北风1-2级/北风1-2级,shijiazhuang
2020年02月01日,阴/阴,4℃/-2℃,东北风1-2级/东北风1-2级,shijiazhuang
2020年02月02日,晴/晴,7℃/-4℃,北风1-2级/北风1-2级,shijiazhuang
2020年02月03日,晴/晴,6℃/-4℃,南风1-2级/南风1-2级,shijiazhuang
2020年02月04日,晴/多云,4℃/-5℃,东北风1-2级/东北风1-2级,shijiazhuang
2020年02月05日,多云/阴,1℃/-3℃,东南风1-2级/东南风1-2级,shijiazhuang
2020年02月06日,阴/晴,1℃/-5℃,东南风1-2级/东南风1-2级,shijiazhuang
2020年02月07日,晴/晴,5℃/-3℃,北风1-2级/北风1-2级,shijiazhuang
2020年02月08日,晴/晴,8℃/1℃,南风1-2级/南风1-2级,shijiazhuang
2020年02月09日,晴/晴,13℃/0℃,南风1-2级/南风1-2级,shijiazhuang
2020年02月10日,晴/晴,16℃/1℃,南风1-2级/南风1-2级,shijiazhuang
2020年02月11日,多云/晴,14℃/1℃,南风1-2级/南风1-2级,shijiazhuang
2020年02月12日,晴/晴,15℃/2℃,南风1-2级/南风1-2级,shijiazhuang
2020年02月13日,多云/小雨,14℃/0℃,南风1-2级/南风1-2级,shijiazhuang
2020年02月14日,小雨/阴,4℃/-2℃,北风3-4级/北风3-4级,shijiazhuang
2020年02月15日,晴/晴,4℃/-4℃,西北风3-4级/西北风3-4级,shijiazhuang
2020年02月16日,晴/晴,7℃/-6℃,西北风3-4级/西北风3-4级,shijiazhuang
2020年02月17日,晴/晴,10℃/-2℃,南风1-2级/南风1-2级,shijiazhuang
2020年02月18日,晴/晴,13℃/-1℃,南风1-2级/南风1-2级,shijiazhuang
2020年02月19日,晴/多云,11℃/0℃,东北风1-2级/东北风1-2级,shijiazhuang
2020年02月20日,多云/阴,7℃/1℃,北风1-2级/北风1-2级,shijiazhuang
2020年02月21日,多云/晴,13℃/0℃,西北风3-4级/西北风3-4级,shijiazhuang
2020年02月22日,晴/晴,13℃/0℃,西北风1-2级/西北风1-2级,shijiazhuang
2020年02月23日,晴/多云,14℃/2℃,南风1-2级/南风1-2级,shijiazhuang
2020年02月24日,小雨/阴,9℃/3℃,东北风1-2级/东北风1-2级,shijiazhuang
2020年02月25日,多云/多云,10℃/0℃,北风1-2级/北风1-2级,shijiazhuang
2020年02月26日,多云/多云,8℃/2℃,北风1-2级/北风1-2级,shijiazhuang
2020年02月27日,小雨/小雨,4℃/-1℃,东北风1-2级/东北风1-2级,shijiazhuang
2020年02月28日,多云/晴,10℃/3℃,南风1-2级/南风1-2级,shijiazhuang
2020年02月29日,阴/阴,9℃/3℃,东北风1-2级/东北风1-2级,shijiazhuang
2020年03月01日,多云/晴,13℃/2℃,西北风1-2级/西北风1-2级,shijiazhuang
2020年03月02日,多云/多云,12℃/2℃,南风3-4级/南风3-4级,shijiazhuang
2020年03月03日,晴/晴,12℃/0℃,西北风4-5级/西北风4-5级,shijiazhuang
2020年03月04日,晴/晴,8℃/-1℃,南风3-4级/南风3-4级,shijiazhuang
2020年03月05日,晴/多云,11℃/2℃,南风3-4级/南风3-4级,shijiazhuang
2020年03月06日,多云/阴,14℃/4℃,南风3-4级/南风3-4级,shijiazhuang
2020年03月07日,晴/多云,16℃/2℃,南风1-2级/南风1-2级,shijiazhuang
2020年03月08日,阴/小雨,13℃/7℃,南风1-2级/南风1-2级,shijiazhuang
2020年03月09日,多云/多云,11℃/3℃,北风3-4级/北风3-4级,shijiazhuang
2020年03月10日,晴/晴,16℃/2℃,西北风1-2级/西北风1-2级,shijiazhuang
2020年03月11日,晴/多云,18℃/5℃,南风1-2级/南风1-2级,shijiazhuang
2020年03月12日,多云/多云,15℃/3℃,东北风3-4级/东北风3-4级,shijiazhuang
2020年03月13日,多云/晴,13℃/6℃,南风1-2级/南风1-2级,shijiazhuang
2020年03月14日,晴/晴,18℃/7℃,南风1-2级/南风1-2级,shijiazhuang
2020年03月15日,晴/多云,21℃/7℃,南风1-2级/南风1-2级,shijiazhuang
2020年03月16日,晴/晴,17℃/9℃,南风3-4级/南风3-4级,shijiazhuang
2020年03月17日,晴/晴,22℃/10℃,南风3-4级/南风3-4级,shijiazhuang
2020年03月18日,晴/多云,28℃/7℃,北风4-5级/北风4-5级,shijiazhuang
2020年03月19日,晴/晴,21℃/8℃,南风3-4级/南风3-4级,shijiazhuang
2020年03月20日,晴/晴,28℃/10℃,南风3-4级/南风3-4级,shijiazhuang
2020年03月21日,多云/晴,18℃/6℃,东北风3-4级/东北风3-4级,shijiazhuang
2020年03月22日,晴/晴,21℃/9℃,南风3-4级/南风3-4级,shijiazhuang
2020年03月23日,晴/阴,22℃/9℃,南风3-4级/南风3-4级,shijiazhuang
2020年03月24日,多云/阴,18℃/8℃,南风3-4级/南风3-4级,shijiazhuang
2020年03月25日,多云/小雨,21℃/10℃,南风3-4级/南风3-4级,shijiazhuang
2020年03月26日,小雨/阴,10℃/4℃,东北风3-4级/东北风3-4级,shijiazhuang
2020年03月27日,晴/晴,14℃/2℃,北风3-4级/北风3-4级,shijiazhuang
2020年03月28日,晴/多云,14℃/5℃,南风1-2级/南风1-2级,shijiazhuang
2020年03月29日,多云/多云,18℃/6℃,南风3-4级/南风3-4级,shijiazhuang
2020年03月30日,多云/多云,17℃/7℃,南风3-4级/南风3-4级,shijiazhuang
2020年03月31日,多云/小雨,20℃/6℃,南风3-4级/南风3-4级,shijiazhuang
2020年04月01日,阴/小雨,10℃/4℃,北风3-4级/北风3-4级,shijiazhuang
2020年04月02日,晴/晴,17℃/6℃,南风3-4级/南风3-4级,shijiazhuang
2020年04月03日,晴/晴,23℃/8℃,南风3-4级/南风3-4级,shijiazhuang
2020年04月04日,晴/晴,16℃/5℃,东北风3-4级/东北风3-4级,shijiazhuang
2020年04月05日,晴/多云,18℃/8℃,南风3-4级/南风3-4级,shijiazhuang
2020年04月06日,多云/多云,23℃/9℃,南风3-4级/南风3-4级,shijiazhuang
2020年04月07日,阴/小雨,17℃/8℃,东北风3-4级/东北风3-4级,shijiazhuang
2020年04月08日,多云/小雨,15℃/5℃,北风3-4级/北风3-4级,shijiazhuang
2020年04月09日,小雨/小雨,6℃/3℃,东北风3-4级/东北风3-4级,shijiazhuang
2020年04月10日,阴/多云,8℃/4℃,北风3-4级/北风3-4级,shijiazhuang
2020年04月11日,晴/晴,19℃/7℃,北风1-2级/北风1-2级,shijiazhuang
2020年04月12日,晴/晴,25℃/10℃,北风3-4级/北风3-4级,shijiazhuang
2020年04月13日,晴/晴,25℃/10℃,南风3-4级/南风3-4级,shijiazhuang
2020年04月14日,晴/多云,26℃/12℃,南风3-4级/南风3-4级,shijiazhuang
2020年04月15日,多云/雷阵雨,25℃/14℃,南风3-4级/南风3-4级,shijiazhuang
2020年04月16日,晴/晴,22℃/11℃,西北风4-5级/西北风4-5级,shijiazhuang
2020年04月17日,晴/晴,22℃/11℃,北风3-4级/北风3-4级,shijiazhuang
2020年04月18日,多云/阴,22℃/13℃,南风3-4级/南风3-4级,shijiazhuang
2020年04月19日,多云/晴,23℃/11℃,南风3-4级/南风3-4级,shijiazhuang
2020年04月20日,晴/晴,21℃/5℃,西北风3-4级/西北风3-4级,shijiazhuang
2020年04月21日,晴/晴,20℃/6℃,北风3-4级/北风3-4级,shijiazhuang
2020年04月22日,晴/多云,18℃/7℃,西北风4-5级/西北风4-5级,shijiazhuang
2020年04月23日,晴/晴,20℃/9℃,西北风3-4级/西北风3-4级,shijiazhuang
2020年04月24日,晴/晴,26℃/12℃,西南风5-6级/西南风5-6级,shijiazhuang
2020年04月25日,晴/多云,25℃/11℃,北风3-4级/北风3-4级,shijiazhuang
2020年04月26日,多云/多云,23℃/12℃,南风3-4级/南风3-4级,shijiazhuang
2020年04月27日,晴/晴,26℃/14℃,南风3-4级/南风3-4级,shijiazhuang
2020年04月28日,晴/晴,29℃/14℃,南风4-5级/南风4-5级,shijiazhuang
2020年04月29日,晴/晴,32℃/17℃,南风4-5级/南风4-5级,shijiazhuang
2020年04月30日,晴/晴,35℃/18℃,南风3-4级/南风3-4级,shijiazhuang
2020年05月01日,晴/晴,36℃/19℃,南风4-5级/南风4-5级,shijiazhuang
2020年05月02日,晴/晴,32℃/20℃,南风3-4级/南风3-4级,shijiazhuang
2020年05月03日,阴/雷阵雨,30℃/13℃,东北风3-4级/东北风3-4级,shijiazhuang
2020年05月04日,小雨/小雨,17℃/13℃,东北风3-4级/东北风3-4级,shijiazhuang
2020年05月05日,多云/晴,25℃/14℃,南风3-4级/南风3-4级,shijiazhuang
2020年05月06日,阴/小雨,25℃/17℃,东北风3-4级/东北风3-4级,shijiazhuang
2020年05月07日,小到中雨/中雨,17℃/13℃,东北风3-4级/东北风3-4级,shijiazhuang
2020年05月08日,小雨/多云,19℃/11℃,东北风1-2级/东北风1-2级,shijiazhuang
2020年05月09日,多云/多云,21℃/13℃,南风3-4级/南风3-4级,shijiazhuang
2020年05月10日,晴/小雨,25℃/15℃,北风3-4级/北风3-4级,shijiazhuang
2020年05月11日,晴/晴,28℃/16℃,西风4-5级/西风4-5级,shijiazhuang
2020年05月12日,晴/晴,26℃/16℃,南风3-4级/南风3-4级,shijiazhuang
2020年05月13日,晴/阴,27℃/17℃,南风3-4级/南风3-4级,shijiazhuang
2020年05月14日,晴/晴,28℃/16℃,南风3-4级/南风3-4级,shijiazhuang
2020年05月15日,晴/多云,29℃/18℃,南风3-4级/南风3-4级,shijiazhuang
2020年05月16日,多云/晴,28℃/18℃,北风3-4级/北风3-4级,shijiazhuang
2020年05月17日,多云/多云,25℃/15℃,北风3-4级/北风3-4级,shijiazhuang
2020年05月18日,晴/晴,27℃/15℃,北风4-5级/北风4-5级,shijiazhuang
2020年05月19日,晴/晴,29℃/16℃,南风3-4级/南风3-4级,shijiazhuang
2020年05月20日,晴/多云,30℃/18℃,南风3-4级/南风3-4级,shijiazhuang
2020年05月21日,雷阵雨/晴,29℃/17℃,南风3-4级/南风3-4级,shijiazhuang
2020年05月22日,多云/雷阵雨,31℃/18℃,南风3-4级/南风3-4级,shijiazhuang
2020年05月23日,多云/晴,29℃/18℃,南风1-2级/南风1-2级,shijiazhuang
2020年05月24日,晴/晴,29℃/18℃,北风3-4级/北风3-4级,shijiazhuang
2020年05月25日,雷阵雨/阵雨,30℃/15℃,北风3-4级/北风3-4级,shijiazhuang
2020年05月26日,晴/晴,29℃/18℃,北风3-4级/北风3-4级,shijiazhuang
2020年05月27日,晴/晴,30℃/17℃,北风3-4级/北风3-4级,shijiazhuang
2020年05月28日,晴/晴,33℃/19℃,南风3-4级/南风3-4级,shijiazhuang
2020年05月29日,晴/多云,35℃/20℃,南风4-5级/南风4-5级,shijiazhuang
2020年05月30日,雷阵雨/雷阵雨,30℃/18℃,南风4-5级/南风4-5级,shijiazhuang
2020年05月31日,晴/晴,31℃/18℃,北风4-5级/北风4-5级,shijiazhuang
2020年06月01日,雷阵雨/多云,33℃/20℃,南风4-5级/南风4-5级,shijiazhuang
2020年06月02日,晴/晴,35℃/22℃,南风3-4级/南风3-4级,shijiazhuang
2020年06月03日,晴/晴,38℃/21℃,南风3-4级/南风3-4级,shijiazhuang
2020年06月04日,晴/多云,33℃/19℃,东北风4-5级/东北风4-5级,shijiazhuang
2020年06月05日,晴/晴,31℃/20℃,北风3-4级/北风3-4级,shijiazhuang
2020年06月06日,晴/晴,32℃/22℃,南风3-4级/南风3-4级,shijiazhuang
2020年06月07日,晴/晴,39℃/23℃,南风3-4级/南风3-4级,shijiazhuang
2020年06月08日,晴/多云,37℃/25℃,南风3-4级/南风3-4级,shijiazhuang
2020年06月09日,多云/多云,33℃/22℃,北风3-4级/北风3-4级,shijiazhuang
2020年06月10日,多云/多云,35℃/23℃,南风3-4级/南风3-4级,shijiazhuang
2020年06月11日,雷阵雨/阵雨,33℃/23℃,南风3-4级/南风3-4级,shijiazhuang
2020年06月12日,多云/多云,33℃/25℃,南风3-4级/南风3-4级,shijiazhuang
2020年06月13日,多云/晴,36℃/24℃,南风3-4级/南风3-4级,shijiazhuang
2020年06月14日,晴/晴,35℃/22℃,北风3-4级/北风3-4级,shijiazhuang
2020年06月15日,多云/多云,36℃/23℃,南风3-4级/南风3-4级,shijiazhuang
2020年06月16日,多云/阴,32℃/22℃,南风3-4级/南风3-4级,shijiazhuang
2020年06月17日,阴/阴,28℃/19℃,北风3-4级/北风3-4级,shijiazhuang
2020年06月18日,晴/晴,32℃/20℃,南风3-4级/南风3-4级,shijiazhuang
2020年06月19日,晴/晴,34℃/23℃,南风4-5级/南风4-5级,shijiazhuang
2020年06月20日,晴/晴,34℃/23℃,南风4-5级/南风4-5级,shijiazhuang
2020年06月21日,晴/多云,35℃/24℃,南风4-5级/南风4-5级,shijiazhuang
2020年06月22日,多云/多云,33℃/23℃,南风3-4级/南风3-4级,shijiazhuang
2020年06月23日,阴/多云,31℃/23℃,南风3-4级/南风3-4级,shijiazhuang
2020年06月24日,雷阵雨/雷阵雨,33℃/22℃,南风3-4级/南风3-4级,shijiazhuang
2020年06月25日,雷阵雨/阵雨,33℃/22℃,南风3-4级/南风3-4级,shijiazhuang
2020年06月26日,阴/多云,29℃/23℃,南风3-4级/南风3-4级,shijiazhuang
2020年06月27日,多云/多云,34℃/24℃,北风3-4级/北风3-4级,shijiazhuang
2020年06月28日,雷阵雨/雷阵雨,29℃/22℃,东北风3-4级/东北风3-4级,shijiazhuang
2020年06月29日,雷阵雨/中雨,29℃/20℃,东北风3-4级/东北风3-4级,shijiazhuang
2020年06月30日,阴/多云,28℃/20℃,北风3-4级/北风3-4级,shijiazhuang
2020年07月01日,晴/阴,32℃/21℃,北风3-4级/北风3-4级,shijiazhuang
2020年07月02日,雷阵雨/小雨,27℃/21℃,北风3-4级/北风3-4级,shijiazhuang
2020年07月03日,阴/多云,27℃/21℃,北风3-4级/北风3-4级,shijiazhuang
2020年07月04日,雷阵雨/阴,28℃/21℃,南风3-4级/南风3-4级,shijiazhuang
2020年07月04日,雷阵雨/阴,28℃/21℃,南风3-4级/南风3-4级,shijiazhuang
2020年07月05日,晴/晴,33℃/22℃,南风3-4级/南风3-4级,shijiazhuang
2020年07月05日,晴/晴,33℃/22℃,南风3-4级/南风3-4级,shijiazhuang
2020年07月06日,晴/多云,33℃/23℃,北风3-4级/北风3-4级,shijiazhuang
2020年07月07日,多云/多云,32℃/24℃,东北风3-4级/东北风3-4级,shijiazhuang
2020年07月08日,阴/中雨,31℃/20℃,南风3-4级/南风3-4级,shijiazhuang
2020年07月09日,雷阵雨/阴,26℃/21℃,北风1-2级/北风1-2级,shijiazhuang
2020年07月10日,阴/阴,26℃/22℃,北风3-4级/北风3-4级,shijiazhuang
2020年07月11日,阴/雷阵雨,28℃/22℃,北风3-4级/北风3-4级,shijiazhuang
2020年07月12日,阵雨/阴,26℃/21℃,东北风3-4级/东北风3-4级,shijiazhuang
2020年07月13日,多云/多云,29℃/21℃,北风3-4级/北风3-4级,shijiazhuang
2020年07月14日,多云/雷阵雨,30℃/22℃,南风3-4级/南风3-4级,shijiazhuang
2020年07月15日,多云/多云,30℃/22℃,南风3-4级/南风3-4级,shijiazhuang
2020年07月16日,多云/阴,30℃/22℃,南风3-4级/南风3-4级,shijiazhuang
2020年07月17日,阵雨/阵雨,27℃/20℃,南风3-4级/南风3-4级,shijiazhuang
2020年07月18日,阵雨/多云,28℃/21℃,东北风3-4级/东北风3-4级,shijiazhuang
2020年07月19日,多云/晴,29℃/21℃,东北风3-4级/东北风3-4级,shijiazhuang
2020年07月20日,晴/晴,34℃/24℃,南风3-4级/南风3-4级,shijiazhuang
2020年07月21日,多云/多云,30℃/22℃,南风3-4级/南风3-4级,shijiazhuang
2020年07月22日,阴/多云,28℃/22℃,东北风3-4级/东北风3-4级,shijiazhuang
2020年07月23日,晴/晴,32℃/23℃,北风3-4级/北风3-4级,shijiazhuang
2020年07月24日,晴/多云,34℃/23℃,南风3-4级/南风3-4级,shijiazhuang
2020年07月25日,阴/雷阵雨,32℃/23℃,南风3-4级/南风3-4级,shijiazhuang
2020年07月26日,雷阵雨/雷阵雨,28℃/22℃,南风3-4级/南风3-4级,shijiazhuang
2020年07月27日,阴/多云,28℃/22℃,南风3-4级/南风3-4级,shijiazhuang
2020年07月28日,雷阵雨/多云,29℃/22℃,南风3-4级/南风3-4级,shijiazhuang
2020年07月29日,多云/多云,32℃/24℃,南风3-4级/南风3-4级,shijiazhuang
2020年07月30日,多云/阴,33℃/24℃,南风3-4级/南风3-4级,shijiazhuang
2020年07月31日,多云/多云,32℃/24℃,南风3-4级/南风3-4级,shijiazhuang
2020年08月01日,雷阵雨/中雨,33℃/23℃,南风3-4级/南风3-4级,shijiazhuang
2020年08月02日,雷阵雨/阴,34℃/23℃,南风3-4级/南风3-4级,shijiazhuang
2020年08月03日,多云/多云,34℃/26℃,南风3-4级/南风3-4级,shijiazhuang
2020年08月04日,多云/雷阵雨,33℃/25℃,东北风1-2级/东北风1-2级,shijiazhuang
2020年08月05日,中雨/雷阵雨,26℃/24℃,西北风1-2级/西北风1-2级,shijiazhuang
2020年08月06日,中雨/小雨,24℃/22℃,东北风3-4级/东北风3-4级,shijiazhuang
2020年08月07日,阵雨/多云,26℃/22℃,东北风3-4级/东北风3-4级,shijiazhuang
2020年08月08日,多云/多云,31℃/24℃,南风3-4级/南风3-4级,shijiazhuang
2020年08月09日,多云/多云,32℃/24℃,东南风1-2级/东南风1-2级,shijiazhuang
2020年08月10日,阴/阴,35℃/26℃,东北风1-2级/东北风1-2级,shijiazhuang
2020年08月11日,阴/雷阵雨,29℃/25℃,东南风1-2级/东南风1-2级,shijiazhuang
2020年08月12日,雷阵雨/雷阵雨,29℃/25℃,东北风3-4级/东北风3-4级,shijiazhuang
2020年08月13日,多云/多云,34℃/25℃,西南风3-4级/西南风3-4级,shijiazhuang
2020年08月14日,多云/多云,34℃/23℃,东南风3-4级/东南风3-4级,shijiazhuang
2020年08月15日,雷阵雨/雷阵雨,27℃/21℃,东北风3-4级/东北风3-4级,shijiazhuang
2020年08月16日,雷阵雨/雷阵雨,24℃/19℃,东北风3-4级/东北风3-4级,shijiazhuang
2020年08月17日,多云/多云,28℃/22℃,东南风3-4级/东南风3-4级,shijiazhuang
2020年08月18日,多云/多云,30℃/23℃,西北风3-4级/西北风3-4级,shijiazhuang
2020年08月19日,多云/多云,23℃/25℃,西风3-4级/西风3-4级,shijiazhuang
2020年08月20日,多云/多云,25℃/22℃,东北风3-4级/东北风3-4级,shijiazhuang
2020年08月21日,晴/多云,26℃/24℃,东南风3-4级/东南风3-4级,shijiazhuang
2020年08月22日,晴/阴,26℃/19℃,东南风1-2级/东南风1-2级,shijiazhuang
2020年08月23日,阴/大雨,30℃/22℃,东南风1-2级/东南风1-2级,shijiazhuang
2020年08月24日,阴/阴,31℃/22℃,南风1-2级/南风1-2级,shijiazhuang
2020年08月25日,晴/晴,33℃/22℃,西风1-2级/西风1-2级,shijiazhuang
2020年08月26日,多云/多云,30℃/21℃,东北风1-2级/东北风1-2级,shijiazhuang
2020年08月27日,多云/多云,31℃/22℃,东南风1-2级/东南风1-2级,shijiazhuang
2020年08月28日,多云/多云,30℃/22℃,东风1-2级/东风1-2级,shijiazhuang
2020年08月29日,多云/多云,31℃/23℃,东南风1-2级/东南风1-2级,shijiazhuang
2020年08月30日,雷阵雨/雷阵雨,31℃/23℃,东南风1-2级/东南风1-2级,shijiazhuang
2020年08月31日,阴/多云,28℃/20℃,西北风1-2级/西北风1-2级,shijiazhuang
2020年09月01日,晴/晴,33℃/20℃,西风1-2级/西风1-2级,shijiazhuang
2020年09月02日,晴/晴,29℃/18℃,北风1-2级/北风1-2级,shijiazhuang
2020年09月03日,晴/晴,29℃/18℃,北风1-2级/北风1-2级,shijiazhuang
2020年09月04日,晴/晴,30℃/19℃,西风1-2级/西风1-2级,shijiazhuang
2020年09月05日,晴/晴,32℃/20℃,西风1-2级/西风1-2级,shijiazhuang
2020年09月06日,阴/多云,32℃/21℃,东风1-2级/东风1-2级,shijiazhuang
2020年09月07日,多云/多云,33℃/20℃,西风1-2级/西风1-2级,shijiazhuang
2020年09月08日,多云/多云,32℃/20℃,西南风1-2级/西南风1-2级,shijiazhuang
2020年09月09日,晴/晴,32℃/19℃,北风1-2级/北风1-2级,shijiazhuang
2020年09月10日,多云/多云,30℃/18℃,东北风1-2级/东北风1-2级,shijiazhuang
2020年09月11日,多云/多云,29℃/19℃,东风1-2级/东风1-2级,shijiazhuang
2020年09月12日,阴/阴,28℃/20℃,东北风1-2级/东北风1-2级,shijiazhuang
2020年09月13日,多云/雷阵雨,28℃/21℃,东南风1-2级/东南风1-2级,shijiazhuang
2020年09月14日,雷阵雨/雷阵雨,25℃/20℃,东南风1-2级/东南风1-2级,shijiazhuang
2020年09月15日,小雨/多云,28℃/15℃,东南风3-4级/东南风3-4级,shijiazhuang
2020年09月16日,晴/晴,28℃/15℃,西风1-2级/西风1-2级,shijiazhuang
2020年09月17日,晴/晴,27℃/17℃,西南风1-2级/西南风1-2级,shijiazhuang
2020年09月18日,晴/晴,30℃/16℃,西风1-2级/西风1-2级,shijiazhuang
2020年09月19日,晴/多云,30℃/18℃,东南风1-2级/东南风1-2级,shijiazhuang
2020年09月20日,晴/晴,28℃/17℃,北风1-2级/北风1-2级,shijiazhuang
2020年09月21日,多云/多云,30℃/18℃,南风1-2级/南风1-2级,shijiazhuang
2020年09月22日,阴/中雨,26℃/18℃,东北风1-2级/东北风1-2级,shijiazhuang
2020年09月23日,中雨/雷阵雨,21℃/18℃,东风1-2级/东风1-2级,shijiazhuang
2020年09月24日,多云/多云,25℃/16℃,东北风1-2级/东北风1-2级,shijiazhuang
2020年09月25日,多云/多云,26℃/16℃,东南风1-2级/东南风1-2级,shijiazhuang
2020年09月26日,多云/阴,25℃/16℃,东南风1-2级/东南风1-2级,shijiazhuang
2020年09月27日,多云/晴,26℃/17℃,东南风1-2级/东南风1-2级,shijiazhuang
2020年09月28日,多云/小雨,27℃/19℃,东南风1-2级/东南风1-2级,shijiazhuang
2020年09月29日,雷阵雨/阴,20℃/15℃,东北风1-2级/东北风1-2级,shijiazhuang
2020年09月30日,阴/雷阵雨,19℃/15℃,东南风1-2级/东南风1-2级,shijiazhuang
2020年10月01日,阴/多云,26℃/12℃,西风1-2级/西风1-2级,shijiazhuang
2020年10月02日,多云/晴,22℃/11℃,南风1-2级/南风1-2级,shijiazhuang
2020年10月03日,晴/晴,25℃/8℃,南风1-2级/南风1-2级,shijiazhuang
2020年10月04日,晴/晴,20℃/7℃,西北风1-2级/西北风1-2级,shijiazhuang
