日期,天气状况(白天/夜间),最高气温/最低气温,风力风向(白天/夜间),城市
2019年12月19日,多云/晴,-10℃/-19℃,西风1-2级/西风1-2级,changchun
2019年12月20日,晴/多云,-8℃/-14℃,西南风3-4级/西南风3-4级,changchun
2019年12月21日,多云/多云,-8℃/-16℃,西南风1-2级/西南风1-2级,changchun
2019年12月22日,多云/晴,-7℃/-20℃,东风1-2级/东风1-2级,changchun
2019年12月23日,多云/多云,-12℃/-22℃,东北风1-2级/东北风1-2级,changchun
2019年12月24日,小雪/小雪,-8℃/-18℃,东南风1-2级/东南风1-2级,changchun
2019年12月25日,多云/多云,-7℃/-20℃,西北风3-4级/西北风3-4级,changchun
2019年12月26日,多云/晴,-14℃/-22℃,西北风1-2级/西北风1-2级,changchun
2019年12月27日,晴/多云,-11℃/-18℃,西南风1-2级/西南风1-2级,changchun
2019年12月28日,多云/小雪,-7℃/-11℃,东南风1-2级/东南风1-2级,changchun
2019年12月29日,中到大雪/小雪,-2℃/-25℃,西南风3-4级/西南风3-4级,changchun
2019年12月30日,多云/晴,-18℃/-26℃,西北风1-2级/西北风1-2级,changchun
2019年12月31日,晴/晴,-14℃/-22℃,西南风3-4级/西南风3-4级,changchun
2020年01月01日,晴/晴,-12℃/-20℃,西风1-2级/西风1-2级,changchun
2020年01月02日,晴/晴,-9℃/-18℃,西南风1-2级/西南风1-2级,changchun
2020年01月03日,多云/多云,-8℃/-16℃,西风1-2级/西风1-2级,changchun
2020年01月04日,晴/晴,-8℃/-13℃,西风1-2级/西风1-2级,changchun
2020年01月05日,晴/多云,-2℃/-9℃,西南风1-2级/西南风1-2级,changchun
2020年01月06日,小雪/小雪,-1℃/-13℃,西南风1-2级/西南风1-2级,changchun
2020年01月07日,阵雪/阵雪,-10℃/-15℃,西北风1-2级/西北风1-2级,changchun
2020年01月08日,阵雪/多云,-9℃/-15℃,北风1-2级/北风1-2级,changchun
2020年01月09日,多云/晴,-7℃/-15℃,西南风1-2级/西南风1-2级,changchun
2020年01月10日,晴/多云,-7℃/-19℃,西南风1-2级/西南风1-2级,changchun
2020年01月11日,多云/多云,-10℃/-20℃,西风1-2级/西风1-2级,changchun
2020年01月12日,多云/多云,-12℃/-19℃,西风1-2级/西风1-2级,changchun
2020年01月13日,晴/晴,-12℃/-22℃,西风1-2级/西风1-2级,changchun
2020年01月14日,晴/晴,-10℃/-20℃,西南风1-2级/西南风1-2级,changchun
2020年01月15日,晴/晴,-9℃/-20℃,西南风1-2级/西南风1-2级,changchun
2020年01月16日,晴/晴,-10℃/-19℃,西风1-2级/西风1-2级,changchun
2020年01月17日,晴/晴,-8℃/-17℃,西南风1-2级/西南风1-2级,changchun
2020年01月18日,多云/小雪,-4℃/-13℃,西南风1-2级/西南风1-2级,changchun
2020年01月19日,小雪/阵雪,-9℃/-18℃,西北风1-2级/西北风1-2级,changchun
2020年01月20日,阵雪/晴,-8℃/-16℃,西风1-2级/西风1-2级,changchun
2020年01月21日,晴/多云,-1℃/-12℃,西南风3-4级/西南风3-4级,changchun
2020年01月22日,多云/多云,-2℃/-12℃,东北风1-2级/东北风1-2级,changchun
2020年01月23日,多云/晴,-5℃/-22℃,西南风1-2级/西南风1-2级,changchun
2020年01月24日,晴/晴,-11℃/-20℃,西南风1-2级/西南风1-2级,changchun
2020年01月25日,晴/晴,-6℃/-18℃,西南风1-2级/西南风1-2级,changchun
2020年01月26日,晴/晴,-5℃/-14℃,东南风1-2级/东南风1-2级,changchun
2020年01月27日,晴/多云,-2℃/-13℃,东南风1-2级/东南风1-2级,changchun
2020年01月28日,多云/多云,-3℃/-14℃,东北风1-2级/东北风1-2级,changchun
2020年01月29日,晴/晴,-6℃/-18℃,北风1-2级/北风1-2级,changchun
2020年01月30日,晴/晴,-9℃/-19℃,北风1-2级/北风1-2级,changchun
2020年01月31日,晴/晴,-7℃/-17℃,东南风1-2级/东南风1-2级,changchun
2020年02月01日,晴/多云,-8℃/-21℃,西南风1-2级/西南风1-2级,changchun
2020年02月02日,多云/多云,-10℃/-22℃,西风1-2级/西风1-2级,changchun
2020年02月03日,多云/多云,-11℃/-23℃,西风1-2级/西风1-2级,changchun
2020年02月04日,晴/晴,-17℃/-27℃,西北风1-2级/西北风1-2级,changchun
2020年02月05日,晴/晴,-16℃/-26℃,西北风1-2级/西北风1-2级,changchun
2020年02月06日,晴/多云,-12℃/-21℃,西南风1-2级/西南风1-2级,changchun
2020年02月07日,晴/多云,-9℃/-21℃,西风1-2级/西风1-2级,changchun
2020年02月08日,晴/晴,-10℃/-17℃,西南风1-2级/西南风1-2级,changchun
2020年02月09日,多云/多云,-3℃/-18℃,西南风4-5级/西南风4-5级,changchun
2020年02月10日,晴/晴,-2℃/-13℃,东南风3-4级/东南风3-4级,changchun
2020年02月11日,晴/晴,7℃/1℃,西南风4-5级/西南风4-5级,changchun
2020年02月12日,多云/多云,6℃/-3℃,西南风3-4级/西南风3-4级,changchun
2020年02月13日,雨夹雪/阵雪,5℃/-12℃,北风3-4级/北风3-4级,changchun
2020年02月14日,多云/多云,-7℃/-13℃,北风3-4级/北风3-4级,changchun
2020年02月15日,多云/小雪,-6℃/-13℃,北风3-4级/北风3-4级,changchun
2020年02月16日,多云/多云,-10℃/-17℃,东北风4-5级/东北风4-5级,changchun
2020年02月17日,晴/晴,-9℃/-15℃,北风3-4级/北风3-4级,changchun
2020年02月18日,晴/晴,-2℃/-12℃,西风1-2级/西风1-2级,changchun
2020年02月19日,晴/晴,-1℃/-13℃,西风1-2级/西风1-2级,changchun
2020年02月20日,多云/小雪,2℃/-4℃,西南风1-2级/西南风1-2级,changchun
2020年02月21日,中雪/阵雪,2℃/-7℃,西南风3-4级/西南风3-4级,changchun
2020年02月22日,阵雪/晴,-3℃/-9℃,西北风4-5级/西北风4-5级,changchun
2020年02月23日,多云/晴,4℃/-8℃,西南风4-5级/西南风4-5级,changchun
2020年02月24日,晴/多云,2℃/-8℃,西北风1-2级/西北风1-2级,changchun
2020年02月25日,晴/晴,-1℃/-10℃,东北风3-4级/东北风3-4级,changchun
2020年02月26日,晴/晴,0℃/-11℃,北风1-2级/北风1-2级,changchun
2020年02月27日,晴/多云,3℃/-6℃,西南风1-2级/西南风1-2级,changchun
2020年02月28日,小雪/多云,3℃/-8℃,西南风4-5级/西南风4-5级,changchun
2020年02月29日,多云/多云,1℃/-8℃,西北风1-2级/西北风1-2级,changchun
2020年03月01日,多云/多云,-1℃/-10℃,北风1-2级/北风1-2级,changchun
2020年03月02日,多云/多云,1℃/-8℃,北风1-2级/北风1-2级,changchun
2020年03月03日,小雪/小雪,0℃/-6℃,东风1-2级/东风1-2级,changchun
2020年03月04日,多云/多云,0℃/-10℃,北风4-5级/北风4-5级,changchun
2020年03月05日,晴/多云,2℃/-6℃,西南风3-4级/西南风3-4级,changchun
2020年03月06日,多云/雨夹雪,7℃/-1℃,西南风3-4级/西南风3-4级,changchun
2020年03月07日,多云/多云,4℃/-2℃,西南风3-4级/西南风3-4级,changchun
2020年03月08日,多云/中雪,8℃/-3℃,西南风3-4级/西南风3-4级,changchun
2020年03月09日,多云/多云,2℃/-6℃,西北风3-4级/西北风3-4级,changchun
2020年03月10日,多云/晴,3℃/-7℃,西北风3-4级/西北风3-4级,changchun
2020年03月11日,晴/多云,4℃/-3℃,西南风3-4级/西南风3-4级,changchun
2020年03月12日,多云/多云,4℃/-10℃,西北风5-6级/西北风5-6级,changchun
2020年03月13日,晴/晴,3℃/-7℃,西南风3-4级/西南风3-4级,changchun
2020年03月14日,晴/多云,5℃/-8℃,西风3-4级/西风3-4级,changchun
2020年03月15日,阵雪/晴,-3℃/-9℃,北风4-5级/北风4-5级,changchun
2020年03月16日,晴/阵雪,4℃/-4℃,西南风3-4级/西南风3-4级,changchun
2020年03月17日,小雪/多云,8℃/0℃,西北风3-4级/西北风3-4级,changchun
2020年03月18日,多云/阵雨,12℃/-1℃,西南风5-6级/西南风5-6级,changchun
2020年03月19日,雨夹雪/多云,7℃/-2℃,西北风4-5级/西北风4-5级,changchun
2020年03月20日,晴/晴,10℃/-3℃,西南风3-4级/西南风3-4级,changchun
2020年03月21日,晴/多云,8℃/-3℃,西北风3-4级/西北风3-4级,changchun
2020年03月22日,多云/晴,8℃/-2℃,西风3-4级/西风3-4级,changchun
2020年03月23日,晴/晴,9℃/-3℃,西北风1-2级/西北风1-2级,changchun
2020年03月24日,晴/阵雨,15℃/6℃,西南风4-5级/西南风4-5级,changchun
2020年03月25日,多云/小雨,17℃/6℃,西南风5-6级/西南风5-6级,changchun
2020年03月26日,雨夹雪/多云,4℃/-6℃,西北风3-4级/西北风3-4级,changchun
2020年03月27日,晴/晴,5℃/-5℃,西风4-5级/西风4-5级,changchun
2020年03月28日,晴/晴,7℃/-1℃,西风3-4级/西风3-4级,changchun
2020年03月29日,晴/晴,14℃/3℃,西南风5-6级/西南风5-6级,changchun
2020年03月30日,晴/多云,17℃/5℃,西南风4-5级/西南风4-5级,changchun
2020年03月31日,多云/多云,11℃/-2℃,西北风3-4级/西北风3-4级,changchun
2020年04月01日,晴/晴,12℃/3℃,西风1-2级/西风1-2级,changchun
2020年04月02日,晴/晴,15℃/0℃,西风3-4级/西风3-4级,changchun
2020年04月03日,多云/晴,16℃/-3℃,西北风5-6级/西北风5-6级,changchun
2020年04月04日,晴/晴,5℃/-5℃,西北风4-5级/西北风4-5级,changchun
2020年04月05日,晴/晴,10℃/-3℃,西北风1-2级/西北风1-2级,changchun
2020年04月06日,多云/多云,15℃/-3℃,西风3-4级/西风3-4级,changchun
2020年04月07日,多云/多云,8℃/-2℃,西北风4-5级/西北风4-5级,changchun
2020年04月08日,雨夹雪/多云,5℃/-2℃,西北风3-4级/西北风3-4级,changchun
2020年04月09日,多云/晴,12℃/-1℃,北风3-4级/北风3-4级,changchun
2020年04月10日,晴/晴,14℃/0℃,西北风1-2级/西北风1-2级,changchun
2020年04月11日,晴/晴,15℃/0℃,西北风4-5级/西北风4-5级,changchun
2020年04月12日,晴/晴,17℃/1℃,东北风1-2级/东北风1-2级,changchun
2020年04月13日,晴/晴,21℃/7℃,西南风1-2级/西南风1-2级,changchun
2020年04月14日,晴/多云,23℃/7℃,西风1-2级/西风1-2级,changchun
2020年04月15日,多云/多云,20℃/7℃,东北风1-2级/东北风1-2级,changchun
2020年04月16日,多云/小雨,20℃/8℃,东南风1-2级/东南风1-2级,changchun
2020年04月17日,多云/多云,17℃/5℃,西风1-2级/西风1-2级,changchun
2020年04月18日,晴/多云,21℃/8℃,东北风1-2级/东北风1-2级,changchun
2020年04月19日,多云/小雨,19℃/1℃,西南风4-5级/西南风4-5级,changchun
2020年04月20日,小雨/雨夹雪,8℃/-3℃,西南风5-6级/西南风5-6级,changchun
2020年04月21日,小雪/小雪,2℃/-2℃,西风4-5级/西风4-5级,changchun
2020年04月22日,雨夹雪/多云,3℃/-3℃,西北风4-5级/西北风4-5级,changchun
2020年04月23日,多云/晴,8℃/-1℃,西北风3-4级/西北风3-4级,changchun
2020年04月24日,多云/阵雨,12℃/1℃,西南风3-4级/西南风3-4级,changchun
2020年04月25日,多云/多云,12℃/-1℃,西北风4-5级/西北风4-5级,changchun
2020年04月26日,多云/多云,13℃/1℃,西北风1-2级/西北风1-2级,changchun
2020年04月27日,晴/小雨,17℃/9℃,西风3-4级/西风3-4级,changchun
2020年04月28日,多云/多云,18℃/7℃,西北风3-4级/西北风3-4级,changchun
2020年04月29日,阵雨/多云,18℃/7℃,东南风3-4级/东南风3-4级,changchun
2020年04月30日,阵雨/晴,19℃/12℃,西南风3-4级/西南风3-4级,changchun
2020年05月01日,晴/晴,29℃/15℃,西南风5-6级/西南风5-6级,changchun
2020年05月02日,雷阵雨/小雨,29℃/13℃,西南风4-5级/西南风4-5级,changchun
2020年05月03日,小雨/多云,14℃/2℃,东北风4-5级/东北风4-5级,changchun
2020年05月04日,晴/多云,15℃/6℃,西风1-2级/西风1-2级,changchun
2020年05月05日,多云/晴,19℃/5℃,西风3-4级/西风3-4级,changchun
2020年05月06日,晴/晴,20℃/8℃,西北风1-2级/西北风1-2级,changchun
2020年05月07日,多云/多云,23℃/13℃,西南风4-5级/西南风4-5级,changchun
2020年05月08日,多云/多云,18℃/11℃,西南风3-4级/西南风3-4级,changchun
2020年05月09日,阵雨/多云,16℃/10℃,西南风3-4级/西南风3-4级,changchun
2020年05月10日,多云/多云,24℃/9℃,西南风5-6级/西南风5-6级,changchun
2020年05月11日,雷阵雨/雷阵雨,21℃/8℃,西南风5-6级/西南风5-6级,changchun
2020年05月12日,多云/晴,17℃/7℃,西北风4-5级/西北风4-5级,changchun
2020年05月13日,晴/晴,22℃/14℃,西风3-4级/西风3-4级,changchun
2020年05月14日,多云/多云,29℃/15℃,西南风5-6级/西南风5-6级,changchun
2020年05月15日,多云/多云,24℃/12℃,西南风4-5级/西南风4-5级,changchun
2020年05月16日,多云/小雨,23℃/14℃,西南风3-4级/西南风3-4级,changchun
2020年05月17日,小到中雨/多云,20℃/9℃,南风3-4级/南风3-4级,changchun
2020年05月18日,多云/多云,20℃/9℃,东北风4-5级/东北风4-5级,changchun
2020年05月19日,雷阵雨/多云,13℃/8℃,东风4-5级/东风4-5级,changchun
2020年05月20日,雷阵雨/多云,14℃/9℃,东南风1-2级/东南风1-2级,changchun
2020年05月21日,雷阵雨/雷阵雨,20℃/12℃,南风1-2级/南风1-2级,changchun
2020年05月22日,阵雨/阵雨,18℃/12℃,南风1-2级/南风1-2级,changchun
2020年05月23日,阵雨/雷阵雨,17℃/13℃,南风1-2级/南风1-2级,changchun
2020年05月24日,多云/多云,22℃/9℃,西北风3-4级/西北风3-4级,changchun
2020年05月25日,多云/多云,19℃/9℃,西风4-5级/西风4-5级,changchun
2020年05月26日,多云/晴,21℃/9℃,西北风3-4级/西北风3-4级,changchun
2020年05月27日,晴/晴,24℃/11℃,西风3-4级/西风3-4级,changchun
2020年05月28日,晴/晴,26℃/12℃,西南风3-4级/西南风3-4级,changchun
2020年05月29日,晴/晴,28℃/16℃,西南风4-5级/西南风4-5级,changchun
2020年05月30日,多云/多云,30℃/18℃,西南风5-6级/西南风5-6级,changchun
2020年05月31日,雷阵雨/小到中雨,25℃/12℃,西南风4-5级/西南风4-5级,changchun
2020年06月01日,雷阵雨/多云,22℃/12℃,西南风3-4级/西南风3-4级,changchun
2020年06月02日,多云/雷阵雨,23℃/13℃,西南风3-4级/西南风3-4级,changchun
2020年06月03日,雷阵雨/雷阵雨,24℃/12℃,西南风4-5级/西南风4-5级,changchun
2020年06月04日,雷阵雨/多云,23℃/12℃,西北风3-4级/西北风3-4级,changchun
2020年06月05日,多云/晴,25℃/14℃,西风1-2级/西风1-2级,changchun
2020年06月06日,晴/晴,28℃/18℃,南风1-2级/南风1-2级,changchun
2020年06月07日,晴/晴,31℃/21℃,西南风4-5级/西南风4-5级,changchun
2020年06月08日,晴/多云,34℃/23℃,西南风5-6级/西南风5-6级,changchun
2020年06月09日,多云/雷阵雨,29℃/19℃,西南风4-5级/西南风4-5级,changchun
2020年06月10日,雷阵雨/雷阵雨,28℃/15℃,西南风4-5级/西南风4-5级,changchun
2020年06月11日,多云/晴,27℃/17℃,西风4-5级/西风4-5级,changchun
2020年06月12日,雷阵雨/多云,30℃/17℃,西南风3-4级/西南风3-4级,changchun
2020年06月13日,雷阵雨/雷阵雨,30℃/17℃,西南风3-4级/西南风3-4级,changchun
2020年06月14日,雷阵雨/多云,26℃/15℃,西北风4-5级/西北风4-5级,changchun
2020年06月15日,雷阵雨/多云,24℃/14℃,西北风4-5级/西北风4-5级,changchun
2020年06月16日,晴/多云,30℃/19℃,西风3-4级/西风3-4级,changchun
2020年06月17日,多云/多云,30℃/16℃,西风3-4级/西风3-4级,changchun
2020年06月18日,晴/晴,27℃/15℃,东北风1-2级/东北风1-2级,changchun
2020年06月19日,多云/雷阵雨,29℃/17℃,东风1-2级/东风1-2级,changchun
2020年06月20日,雷阵雨/多云,30℃/21℃,南风3-4级/南风3-4级,changchun
2020年06月21日,雷阵雨/中雨,31℃/19℃,西南风3-4级/西南风3-4级,changchun
2020年06月22日,雷阵雨/多云,28℃/21℃,西南风3-4级/西南风3-4级,changchun
2020年06月23日,雷阵雨/多云,26℃/18℃,西南风3-4级/西南风3-4级,changchun
2020年06月24日,雷阵雨/多云,25℃/16℃,北风1-2级/北风1-2级,changchun
2020年06月25日,多云/多云,25℃/16℃,北风1-2级/北风1-2级,changchun
2020年06月26日,多云/多云,24℃/16℃,北风1-2级/北风1-2级,changchun
2020年06月27日,雷阵雨/多云,25℃/16℃,西风1-2级/西风1-2级,changchun
2020年06月28日,晴/晴,28℃/18℃,西南风1-2级/西南风1-2级,changchun
2020年06月29日,多云/多云,29℃/19℃,东北风1-2级/东北风1-2级,changchun
2020年06月30日,雷阵雨/多云,28℃/18℃,东北风1-2级/东北风1-2级,changchun
2020年07月01日,晴/晴,29℃/18℃,东南风1-2级/东南风1-2级,changchun
2020年07月02日,多云/多云,30℃/19℃,西南风1-2级/西南风1-2级,changchun
2020年07月03日,雷阵雨/雷阵雨,30℃/20℃,西南风1-2级/西南风1-2级,changchun
2020年07月04日,小雨/小雨,27℃/19℃,西南风3-4级/西南风3-4级,changchun
2020年07月04日,小雨/小雨,27℃/19℃,西南风3-4级/西南风3-4级,changchun
2020年07月05日,中雨/雷阵雨,24℃/19℃,西南风3-4级/西南风3-4级,changchun
2020年07月05日,中雨/雷阵雨,24℃/19℃,西南风3-4级/西南风3-4级,changchun
2020年07月06日,晴/小雨,26℃/18℃,西南风1-2级/西南风1-2级,changchun
2020年07月07日,晴/晴,25℃/16℃,西北风1-2级/西北风1-2级,changchun
2020年07月08日,晴/晴,29℃/20℃,西风1-2级/西风1-2级,changchun
2020年07月09日,晴/晴,30℃/18℃,南风1-2级/南风1-2级,changchun
2020年07月10日,晴/晴,31℃/20℃,东南风1-2级/东南风1-2级,changchun
2020年07月11日,多云/多云,30℃/18℃,东风1-2级/东风1-2级,changchun
2020年07月12日,多云/多云,31℃/19℃,东风1-2级/东风1-2级,changchun
2020年07月13日,晴/晴,31℃/20℃,东南风1-2级/东南风1-2级,changchun
2020年07月14日,晴/晴,31℃/19℃,东风1-2级/东风1-2级,changchun
2020年07月15日,多云/晴,32℃/21℃,西南风1-2级/西南风1-2级,changchun
2020年07月16日,晴/晴,33℃/22℃,西南风1-2级/西南风1-2级,changchun
2020年07月17日,晴/晴,33℃/23℃,西南风3-4级/西南风3-4级,changchun
2020年07月18日,晴/晴,33℃/22℃,西南风1-2级/西南风1-2级,changchun
2020年07月19日,雷阵雨/中雨,27℃/19℃,西南风3-4级/西南风3-4级,changchun
2020年07月20日,阵雨/多云,26℃/18℃,北风1-2级/北风1-2级,changchun
2020年07月21日,晴/晴,30℃/19℃,西风1-2级/西风1-2级,changchun
2020年07月22日,晴/晴,32℃/21℃,西南风3-4级/西南风3-4级,changchun
2020年07月23日,晴/晴,33℃/21℃,东南风1-2级/东南风1-2级,changchun
2020年07月24日,多云/多云,34℃/21℃,东风1-2级/东风1-2级,changchun
2020年07月25日,多云/多云,33℃/20℃,东南风1-2级/东南风1-2级,changchun
2020年07月26日,晴/晴,32℃/21℃,东风1-2级/东风1-2级,changchun
2020年07月27日,小雨/小雨,30℃/21℃,西南风1-2级/西南风1-2级,changchun
2020年07月28日,雷阵雨/晴,28℃/21℃,西南风1-2级/西南风1-2级,changchun
2020年07月29日,雷阵雨/雷阵雨,28℃/20℃,西南风3-4级/西南风3-4级,changchun
2020年07月30日,雷阵雨/多云,28℃/23℃,西南风3-4级/西南风3-4级,changchun
2020年07月31日,晴/晴,31℃/23℃,西南风1-2级/西南风1-2级,changchun
2020年08月01日,雷阵雨/多云,31℃/22℃,西南风3-4级/西南风3-4级,changchun
2020年08月02日,晴/雷阵雨,31℃/22℃,西南风1-2级/西南风1-2级,changchun
2020年08月03日,雷阵雨/雷阵雨,30℃/21℃,西南风3-4级/西南风3-4级,changchun
2020年08月04日,雷阵雨/晴,29℃/20℃,西南风3-4级/西南风3-4级,changchun
2020年08月05日,多云/多云,29℃/19℃,西北风3-4级/西北风3-4级,changchun
2020年08月06日,晴/晴,28℃/18℃,东南风1-2级/东南风1-2级,changchun
2020年08月07日,晴/晴,28℃/18℃,西南风1-2级/西南风1-2级,changchun
2020年08月08日,晴/多云,30℃/21℃,西南风3-4级/西南风3-4级,changchun
2020年08月09日,雷阵雨/雷阵雨,28℃/20℃,西南风3-4级/西南风3-4级,changchun
2020年08月10日,雷阵雨/雷阵雨,29℃/20℃,西南风3-4级/西南风3-4级,changchun
2020年08月11日,雷阵雨/多云,29℃/21℃,西南风3-4级/西南风3-4级,changchun
2020年08月12日,多云/多云,30℃/20℃,西北风1-2级/西北风1-2级,changchun
2020年08月13日,雷阵雨/雷阵雨,24℃/19℃,西南风3-4级/西南风3-4级,changchun
2020年08月14日,雷阵雨/雷阵雨,28℃/18℃,西南风3-4级/西南风3-4级,changchun
2020年08月15日,多云/多云,28℃/19℃,西风3-4级/西风3-4级,changchun
2020年08月16日,多云/多云,29℃/20℃,西南风1-2级/西南风1-2级,changchun
2020年08月17日,雷阵雨/雷阵雨,28℃/19℃,东南风3-4级/东南风3-4级,changchun
2020年08月18日,雷阵雨/雷阵雨,29℃/20℃,西北风3-4级/西北风3-4级,changchun
2020年08月19日,多云/多云,21℃/21℃,西北风1-2级/西北风1-2级,changchun
2020年08月20日,多云/晴,23℃/19℃,东北风3-4级/东北风3-4级,changchun
2020年08月21日,晴/晴,26℃/17℃,东北风1-2级/东北风1-2级,changchun
2020年08月22日,晴/多云,27℃/17℃,西南风3-4级/西南风3-4级,changchun
2020年08月23日,多云/雷阵雨,27℃/19℃,西南风3-4级/西南风3-4级,changchun
2020年08月24日,大到暴雨/多云,21℃/17℃,西南风1-2级/西南风1-2级,changchun
2020年08月25日,多云/多云,28℃/18℃,西南风1-2级/西南风1-2级,changchun
2020年08月26日,多云/雷阵雨,27℃/21℃,东风1-2级/东风1-2级,changchun
2020年08月27日,大到暴雨/雷阵雨,23℃/20℃,东风4-5级/东风4-5级,changchun
2020年08月28日,雷阵雨/雷阵雨,25℃/18℃,西风1-2级/西风1-2级,changchun
2020年08月29日,多云/多云,22℃/16℃,西风1-2级/西风1-2级,changchun
2020年08月30日,多云/多云,25℃/18℃,东南风1-2级/东南风1-2级,changchun
2020年08月31日,多云/雷阵雨,28℃/20℃,西南风3-4级/西南风3-4级,changchun
2020年09月01日,多云/多云,27℃/18℃,西南风1-2级/西南风1-2级,changchun
2020年09月02日,多云/雷阵雨,26℃/18℃,南风1-2级/南风1-2级,changchun
2020年09月03日,暴雨/中雨,19℃/14℃,北风5-6级/北风5-6级,changchun
2020年09月04日,雷阵雨/多云,21℃/17℃,西南风3-4级/西南风3-4级,changchun
2020年09月05日,雷阵雨/雷阵雨,25℃/16℃,西南风3-4级/西南风3-4级,changchun
2020年09月06日,多云/多云,25℃/16℃,西南风1-2级/西南风1-2级,changchun
2020年09月07日,雷阵雨/暴雨,24℃/16℃,东北风4-5级/东北风4-5级,changchun
2020年09月08日,大雨/中到大雨,17℃/15℃,北风4-5级/北风4-5级,changchun
2020年09月09日,中雨/小雨,17℃/15℃,西北风3-4级/西北风3-4级,changchun
2020年09月10日,阵雨/多云,20℃/14℃,东北风3-4级/东北风3-4级,changchun
2020年09月11日,多云/多云,22℃/15℃,东北风3-4级/东北风3-4级,changchun
2020年09月12日,多云/多云,22℃/14℃,东北风1-2级/东北风1-2级,changchun
2020年09月13日,多云/多云,21℃/11℃,东北风1-2级/东北风1-2级,changchun
2020年09月14日,多云/多云,22℃/12℃,西风1-2级/西风1-2级,changchun
2020年09月15日,多云/雷阵雨,23℃/16℃,东南风3-4级/东南风3-4级,changchun
2020年09月16日,雷阵雨/多云,22℃/12℃,西南风3-4级/西南风3-4级,changchun
2020年09月17日,雷阵雨/多云,17℃/10℃,西南风3-4级/西南风3-4级,changchun
2020年09月18日,雷阵雨/雷阵雨,18℃/11℃,西南风3-4级/西南风3-4级,changchun
2020年09月19日,阵雨/多云,16℃/9℃,西北风3-4级/西北风3-4级,changchun
2020年09月20日,多云/多云,17℃/8℃,西北风1-2级/西北风1-2级,changchun
2020年09月21日,多云/阵雨,18℃/10℃,东南风1-2级/东南风1-2级,changchun
2020年09月22日,雷阵雨/多云,17℃/9℃,西南风1-2级/西南风1-2级,changchun
2020年09月23日,多云/多云,21℃/10℃,东南风1-2级/东南风1-2级,changchun
2020年09月24日,多云/多云,22℃/12℃,东南风1-2级/东南风1-2级,changchun
2020年09月25日,多云/多云,22℃/10℃,东风1-2级/东风1-2级,changchun
2020年09月26日,晴/晴,23℃/11℃,东风1-2级/东风1-2级,changchun
2020年09月27日,晴/多云,23℃/14℃,西南风1-2级/西南风1-2级,changchun
2020年09月28日,雷阵雨/雷阵雨,20℃/9℃,西风3-4级/西风3-4级,changchun
2020年09月29日,多云/多云,17℃/6℃,西北风1-2级/西北风1-2级,changchun
2020年09月30日,多云/多云,17℃/5℃,北风1-2级/北风1-2级,changchun
2020年11月01日,晴/晴,9℃/-3℃,西风3-4级/西风3-4级,changchun
2020年11月02日,多云/多云,4℃/-6℃,西风3-4级/西风3-4级,changchun
2020年11月03日,晴/晴,1℃/-8℃,西风3-4级/西风3-4级,changchun
2020年11月04日,晴/晴,6℃/-3℃,西风3-4级/西风3-4级,changchun
2020年11月05日,晴/多云,12℃/4℃,西南风3-4级/西南风3-4级,changchun
2020年11月06日,多云/多云,14℃/0℃,西南风3-4级/西南风3-4级,changchun
2020年11月07日,多云/多云,8℃/-4℃,西风3-4级/西风3-4级,changchun
2020年11月08日,多云/晴,3℃/-7℃,西风3-4级/西风3-4级,changchun
2020年11月09日,晴/晴,1℃/-8℃,西北风3-4级/西北风3-4级,changchun
2020年11月10日,晴/晴,7℃/0℃,西南风3-4级/西南风3-4级,changchun
2020年11月11日,晴/晴,15℃/6℃,西南风4-5级/西南风4-5级,changchun
2020年11月12日,多云/晴,14℃/-1℃,西南风3-4级/西南风3-4级,changchun
2020年11月13日,晴/晴,9℃/-1℃,西风3-4级/西风3-4级,changchun
2020年11月14日,晴/多云,12℃/3℃,南风3-4级/南风3-4级,changchun
2020年11月15日,多云/多云,11℃/-5℃,西风1-2级/西风1-2级,changchun
2020年11月16日,多云/多云,8℃/-1℃,东风1-2级/东风1-2级,changchun
2020年11月17日,小雨/小雨,13℃/2℃,西南风3-4级/西南风3-4级,changchun
2020年11月18日,小到中雨/暴雪,3℃/-5℃,东北风4-5级/东北风4-5级,changchun
2020年11月19日,大到暴雪/小雪,-3℃/-10℃,东北风3-4级/东北风3-4级,changchun
2020年11月20日,晴/晴,-6℃/-16℃,西北风1-2级/西北风1-2级,changchun
2020年11月21日,阵雪/多云,-5℃/-16℃,西风1-2级/西风1-2级,changchun
2020年11月22日,晴/晴,-6℃/-13℃,西风1-2级/西风1-2级,changchun
2020年11月23日,晴/晴,-3℃/-10℃,西南风1-2级/西南风1-2级,changchun
2020年11月24日,晴/晴,0℃/-8℃,西南风1-2级/西南风1-2级,changchun
2020年11月25日,多云/晴,-1℃/-13℃,西南风1-2级/西南风1-2级,changchun
2020年11月26日,晴/晴,-4℃/-14℃,西北风1-2级/西北风1-2级,changchun
2020年11月27日,晴/晴,-4℃/-15℃,西北风1-2级/西北风1-2级,changchun
2020年11月28日,晴/多云,-5℃/-15℃,西风1-2级/西风1-2级,changchun
2020年11月29日,晴/晴,-5℃/-15℃,西风1-2级/西风1-2级,changchun
2020年11月30日,晴/晴,-7℃/-15℃,西风1-2级/西风1-2级,changchun
2020年12月01日,晴/晴,-7℃/-14℃,西风1-2级/西风1-2级,changchun
2020年12月02日,晴/晴,-7℃/-15℃,西风1-2级/西风1-2级,changchun
